class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
1,1.0,1.0,1.0,-2.18197689243614,1.048619968545939,1.0,-2.198518530869216,1.7961092945515964,1.0,-1.689005493515884,2.123697735561579,1.0,-0.9934609708461071,2.1409828412788343,1.0,-2.5062585604112617,6.478416788361909,1.0,-1.6653054584695315,4.9775811036008655,1.0,-1.4886090210480254,4.941714848911445,1.0,-1.3590056769087766,5.074684041691874,1.0,-1.0211322456207865,5.934794083093297,1.0,-0.9482302564285848,2.7817739480846675,1.0,-0.8767404789128008,1.6550823299677093,1.0,-0.7899802323358428,1.5220927788480467,1.0,0.007833942413667385,4.740065715668786,1.0,-0.40005055194963113,2.2039493115394198,1.0,-0.47284290762700076,1.6230530491210244,1.0,-0.4147060502651034,1.881212963160577,1.0,0.7083413881551315,3.535066790369697,1.0,0.037351381709585435,2.2576552190185364,1.0,-0.08546211800041632,1.9248012628696505,1.0,0.05488152053929955,2.2170064044177726,1.0
1,1.0,1.0,1.0,-2.3171643327453295,1.2025993407793891,1.0,-2.3222651222626336,1.9723588983509686,1.0,-1.793638309576974,2.2675602657045695,1.0,-1.055412361571033,2.2684879212566718,1.0,-2.803085003908167,7.1348086622417375,1.0,-1.7595613295083474,5.248210275460592,1.0,-1.5262958543282625,5.07739492706244,1.0,-1.3868587830919317,5.13971230488091,1.0,-1.137379447396345,6.363514064433464,1.0,-0.9549648524929661,2.7908489141921713,1.0,-0.8726225562499528,1.6356501110802255,1.0,-0.8049701434234732,1.3634777359082986,1.0,-0.026644562004584114,4.942309916162035,1.0,-0.4467395567713959,2.2467384534947388,1.0,-0.511235504447335,1.6505524987064033,1.0,-0.4654166522798621,1.789803902193566,1.0,0.6725018109469646,3.560942655906384,1.0,-0.020902056041493696,2.193815491396041,1.0,-0.11126498326352496,1.8350717802372212,1.0,0.055886377134341476,2.0608735558201294,1.0
1,1.0,1.0,1.0,-2.2819643590649075,1.286259653390877,1.0,-2.3008344814647685,2.2151068244254164,1.0,-1.7844872231965498,2.539269927037345,1.0,-1.1526040862806974,2.626339060001654,1.0,-2.8881962325458073,7.583686798798205,1.0,-1.804281076883137,5.438371278674551,1.0,-1.593291704427619,5.25455230079821,1.0,-1.445404038705397,5.311637989815758,1.0,-1.1871197291205022,6.772644970379866,1.0,-1.0137954945968892,2.93282692344796,1.0,-0.9378044511103145,1.7529135284951978,1.0,-0.8300974220995245,1.565481689215834,1.0,-0.050685564968710864,5.198786979990671,1.0,-0.4764695710546274,2.3021065207527402,1.0,-0.5539333284474315,1.7087887402622555,1.0,-0.47697083039991495,1.969745383104007,1.0,0.6585753072544392,3.7153406938129874,1.0,-0.0643080329866609,2.161939560902503,1.0,-0.14709393055283407,1.75084099975026,1.0,0.06170140861128184,1.9823942682899431,1.0
2,1.0,1.0,1.0,-1.7883423191906076,0.9725781364173502,1.0,-2.2006825832647126,2.453248478154488,1.0,-1.4624684446546183,3.136249121952197,1.0,-0.7783059361072573,3.4655505154557886,1.0,-6.211634178449753,14.579166422039231,1.0,-3.611653374191879,8.698774995018608,1.0,-3.0640408921774998,7.738017315226838,1.0,-2.934201904931072,7.768470363527919,1.0,-2.7418384554353397,12.186581044374622,1.0,-1.2286003958478553,7.303504491626352,1.0,-0.9982868623771163,6.436258362124853,1.0,-0.9772672779381193,6.686551266397028,1.0,-0.409450236983382,8.010044839926051,1.0,-0.415447194025441,3.254545980198983,1.0,-0.5351658738503745,2.07027237858512,1.0,-0.6483433651813217,1.6971561549742975,1.0,0.723256417680656,5.040616678409707,1.0,0.016180783450168282,2.8935475167875624,1.0,-0.23431738025939272,2.2207995945512735,1.0,-0.3973309440889144,1.9208142861022133,1.0
2,1.0,1.0,1.0,-1.874644670061933,0.9993774812839191,1.0,-2.2962567914319054,2.4945430137227715,1.0,-1.5612167519272764,3.193408089144815,1.0,-0.8336085469719617,3.477909155824227,1.0,-5.999833986736491,13.93973897680162,1.0,-3.5133786852015243,8.430782661981304,1.0,-3.00199965370659,7.533221053854647,1.0,-2.883090623079555,7.575866751234254,1.0,-2.6259595159235256,11.338900896586745,1.0,-1.211034321318701,7.0148876631804065,1.0,-1.0037619401285816,6.230541931259844,1.0,-0.9893178315467472,6.482724488720231,1.0,-0.4310992068127315,7.447028020545184,1.0,-0.431599114740918,3.1634270884384335,1.0,-0.5574919757803738,2.026247942484338,1.0,-0.6802433829774168,1.6588781942359736,1.0,0.6393251514675573,4.690436815187954,1.0,-0.012123404656572877,2.806604046057735,1.0,-0.2562999349350837,2.1790089853425973,1.0,-0.4150813204507593,1.8989873537876845,1.0
2,1.0,1.0,1.0,-1.8125339679046129,0.9613881709782792,1.0,-2.2023544769889765,2.349538494898595,1.0,-1.5206204883792336,2.990358997783285,1.0,-0.8262667271154576,3.250679321171833,1.0,-5.4986782242047125,12.882915286314505,1.0,-3.3009765226318653,7.93660575947512,1.0,-2.834218665131255,7.121491365075293,1.0,-2.729804531963974,7.1864000961873575,1.0,-2.4157700908389,10.686966487315425,1.0,-1.1617742147444332,6.689737032609799,1.0,-0.9729782911199378,5.968518476566123,1.0,-0.9680646057823399,6.226221436071392,1.0,-0.3568277550888233,7.192841722152348,1.0,-0.4194863102789781,3.075861589418665,1.0,-0.5365892761499645,1.956837129482487,1.0,-0.6482729221042964,1.5794120680999264,1.0,0.6753641053378571,4.594756833738699,1.0,0.011540518246609363,2.7803505573200837,1.0,-0.2414384699337111,2.1676482015364895,1.0,-0.41541957908340993,1.8773078995792734,1.0
1,1.0,1.0,1.0,-1.8860513334542386,1.1486552584779515,1.0,-1.9969432141403578,2.1421513609304714,1.0,-1.4986979538328022,2.4614211921641496,1.0,-0.8865286192053345,2.4946142083474467,1.0,-2.702570174198749,6.902117655036229,1.0,-1.7533237723653234,5.121212579865644,1.0,-1.505628669437155,4.85207680149531,1.0,-1.3788512391333878,4.87451313422587,1.0,-1.1679097806175993,6.505593360506043,1.0,-0.6649965981244423,2.7597476541982635,1.0,-0.6014338250088257,1.6079037500112092,1.0,-0.6179196101874348,1.1284294188669006,1.0,-0.0002538509917147375,5.266052759680593,1.0,-0.20264233453458494,2.3310384048158435,1.0,-0.34715573487476437,1.6208439722290673,1.0,-0.5156783471297799,1.3760218889787539,1.0,0.7400724292925392,3.8477329288115447,1.0,0.20269621796197945,2.2277903367203544,1.0,0.027989115341691177,1.6863482879654055,1.0,-0.08984950592018091,1.5587819048136091,1.0
1,1.0,1.0,1.0,-1.793422633265595,1.3996362730827463,1.0,-1.7980619401241773,2.524903160902502,1.0,-1.2269176677686697,2.7954496141917855,1.0,-0.5395485841871139,2.655281278002124,1.0,-1.6023378620854851,6.963627802032776,1.0,-0.9703474238757576,5.391227577502471,1.0,-0.7645773918014361,5.083004396749323,1.0,-0.6467586019803213,5.051661569353615,1.0,-0.2320168748871461,6.414872950541185,1.0,-0.23169473879606178,2.7330851767314983,1.0,-0.322576526728384,1.6603737902168907,1.0,-0.4167711548417935,1.2027872262965118,1.0,0.7172923715968177,5.0929429174909036,1.0,0.1505822002648991,2.238063102119571,1.0,-0.08604602519283411,1.592118755812986,1.0,-0.2961537586112188,1.3445103069545263,1.0,1.239548901810582,3.602322770542083,1.0,0.5313801338674936,2.013400126457699,1.0,0.2898792000864171,1.4980027279644912,1.0,0.13635143476521616,1.3511500341584355,1.0
1,1.0,1.0,1.0,-1.7994041886950294,1.4454949776592172,1.0,-1.7709292191099597,2.4871709203196897,1.0,-1.2128254407928052,2.7182724355582493,1.0,-0.550538756921869,2.584183236078321,1.0,-1.6500673964515022,7.147606902055487,1.0,-0.9812892267509209,5.3816084684034635,1.0,-0.7670734730701537,5.0525064662364025,1.0,-0.6489683857775971,5.018665446246147,1.0,-0.23774919938477,6.485011032516017,1.0,-0.27085278603746343,2.766472086680215,1.0,-0.35853054829322306,1.6818191344928082,1.0,-0.4475680322593639,1.2311681660344618,1.0,0.7092049850752314,5.076614776376923,1.0,0.10684339219105007,2.231455178103193,1.0,-0.1232770110414139,1.5748710667269525,1.0,-0.3230289616642893,1.336893085389472,1.0,1.219164494914286,3.5476199015007217,1.0,0.4973207477788333,1.9965855048309826,1.0,0.26295966613561284,1.4813223637865032,1.0,0.1236073660286097,1.3455243333755564,1.0
1,1.0,1.0,1.0,-1.6540862513636245,1.320532697854519,1.0,-1.6408623402663407,2.2568643097342242,1.0,-1.1173454781837413,2.5027656199057837,1.0,-0.52839895926907,2.4377325867696866,1.0,-1.6778290915944187,6.87094848944787,1.0,-0.9809244756874996,5.235863387710447,1.0,-0.75399839195201,4.954046261463163,1.0,-0.6216243912432063,4.960179618178585,1.0,-0.3379900781937127,6.5597658375691426,1.0,-0.279355166751153,2.711276338648355,1.0,-0.33600164749599615,1.6243035299695279,1.0,-0.41089080053328125,1.2047687161324538,1.0,0.6465733263628118,5.3685931032686165,1.0,0.12012922174606315,2.2596384056884653,1.0,-0.09503193853830545,1.5963060274916607,1.0,-0.3046502393379855,1.4056257046116905,1.0,1.2196432942022364,3.906281848132801,1.0,0.5253260746704077,2.1174239081965327,1.0,0.2837857329899583,1.5910608705477811,1.0,0.11493983640715666,1.5123576122284348,1.0
1,1.0,1.0,1.0,-1.7481002452922807,1.2753815465320586,1.0,-1.784095218763431,2.365558839230546,1.0,-1.2554222305507452,2.6649786592784235,1.0,-0.6150754440910465,2.596494410470447,1.0,-1.8635772036967602,7.224494360249937,1.0,-1.0404662801601552,5.428034742857016,1.0,-0.7763989730543659,5.130190099771891,1.0,-0.6190803905856088,5.124866679898611,1.0,-0.4275659293922018,6.985332844807061,1.0,-0.290562296965637,2.7936337860866827,1.0,-0.3547886069748194,1.6859119242992708,1.0,-0.4463227554078027,1.2618080411183041,1.0,0.6309596991126589,5.734221629276962,1.0,0.11244764654188769,2.2950658184199653,1.0,-0.10236508652902601,1.6370128998622147,1.0,-0.3142587480148858,1.482041847311054,1.0,1.2325349401264651,4.174644571071394,1.0,0.5108758120739825,2.1019509390838853,1.0,0.2679436440797435,1.5299329881966197,1.0,0.1021742421009136,1.4556515060681634,1.0
3,1.0,1.0,1.0,-1.7196701151074096,0.8573465819987073,1.0,-2.2801315527529478,2.4368267094607177,1.0,-1.2661575759990757,3.5830200722499836,1.0,-0.33378100330772886,4.102890296761188,1.0,-6.652688762092734,14.39573909558659,1.0,-5.029019325877736,11.105430264964074,1.0,-4.227137322286239,9.42932132779583,1.0,-3.7495219599114815,8.658695726238424,1.0,-3.1452888268122225,13.05340090019756,1.0,-2.9726551460292914,12.601169055769525,1.0,-2.3568567606884145,10.15132190066052,1.0,-2.138781710319202,9.428342003886764,1.0,-0.6342904647723919,8.968658445663653,1.0,-0.39703786733287694,6.215308794642763,1.0,-0.34752980814981244,4.910332854891106,1.0,-0.33316439573283213,4.64179881205974,1.0,0.6312029394482542,5.639491000214423,1.0,0.298644084769634,3.327286411184208,1.0,0.24756536408713412,2.4092898063978923,1.0,0.2925751589853528,1.9023407484704664,1.0
3,1.0,1.0,1.0,-1.785623880922192,0.7602070275211184,1.0,-2.446441724394933,2.3684827754193565,1.0,-1.4624901363361515,3.7316295046192156,1.0,-0.4648567988663324,4.505566324124197,1.0,-6.181817803330069,13.059485167638364,1.0,-4.909727585279503,10.607782086881219,1.0,-4.274274072743124,9.319865517803477,1.0,-3.908909370174012,8.813416660935744,1.0,-3.0473170348799745,12.07124860635969,1.0,-2.995589523015104,12.066404570811885,1.0,-2.442083155248225,10.064337985855502,1.0,-2.2745880076239913,9.582067542292,1.0,-0.6836567646420351,8.503952190387203,1.0,-0.44291026327543875,5.980050546273564,1.0,-0.3933357569441686,4.838091314233328,1.0,-0.38907590505303835,4.665677777808759,1.0,0.5816606888250775,5.3834652693480916,1.0,0.1896077519953897,3.377377364392838,1.0,0.06184137536649796,2.458291524150166,1.0,0.040216136686689476,1.864794897877122,1.0
3,1.0,1.0,1.0,-1.7659688296150422,0.8130613423281909,1.0,-2.231591196716418,2.2951219117617048,1.0,-1.237786893907497,3.28048783246109,1.0,-0.2466860217806222,3.7283816842571307,1.0,-4.53046757136025,11.839506488164051,1.0,-3.816476444635179,10.328267648763168,1.0,-3.3960516631013546,9.334769131541242,1.0,-3.1290672151510517,8.970900992813496,1.0,-2.0245469382155865,11.283918497266924,1.0,-1.986323262021125,11.645060938016574,1.0,-1.6413851078315682,10.023973737524415,1.0,-1.5113278232128482,9.674478756300086,1.0,-0.1414638774931314,8.24616086848823,1.0,0.06614301173467672,6.012985154186621,1.0,0.04675998130035026,4.971474987732953,1.0,0.06316567006706438,4.820183204934854,1.0,0.8734660364227917,5.236290566568838,1.0,0.277021570707465,3.489332433242502,1.0,0.0422547559010406,2.5593009380688603,1.0,-0.04851210992386722,1.896331853067482,1.0
4,1.0,1.0,1.0,-1.478109026810898,1.0047356212949938,1.0,-1.7536291896810812,2.4431809163680227,1.0,-0.6558076234243263,3.141316790186808,1.0,0.19378018441785874,3.0849337088040314,1.0,-4.0588649913957875,10.72568295147014,1.0,-3.025030174352871,8.226099271166834,1.0,-2.4789728049223356,6.98992089038406,1.0,-2.1805676683466726,6.47031751186767,1.0,-1.931095766787752,11.054940439383184,1.0,-1.6727428236746975,9.76551873764967,1.0,-1.318449735203527,8.10145827975654,1.0,-1.1414415617763742,7.472463801514171,1.0,-0.11737707726491131,8.489472488347213,1.0,-0.11122121996264904,7.35106306096114,1.0,-0.1472568592755941,6.196822040542956,1.0,-0.1748466222217473,5.859100101966482,1.0,1.0281750959522722,5.615594884527995,1.0,1.0048103797607546,4.849524943343737,1.0,1.0121220443452723,4.675625183405365,1.0,1.0292827301854834,4.806668776838566,1.0
4,1.0,1.0,1.0,-1.5539725843622452,0.9665639106395031,1.0,-1.8222303660951489,2.4359601711574324,1.0,-0.6715688256315979,3.139245236232655,1.0,0.17362776057796062,3.123531335783301,1.0,-3.941087952450178,10.061058919378949,1.0,-2.9464109035665658,8.00598710069292,1.0,-2.4064888370800124,6.82328311145582,1.0,-2.1062761091193654,6.308780970895577,1.0,-1.791915300078658,10.319197712237276,1.0,-1.5257042549883637,9.329764898719551,1.0,-1.2009431443359873,7.742317012774452,1.0,-1.0403911099648036,7.126958663279105,1.0,-0.07588134971351523,8.04514483058759,1.0,-0.11108500793129157,6.944810853700331,1.0,-0.1660686620380918,5.9277340550473845,1.0,-0.19027860371278585,5.6495150366364815,1.0,0.9796796099487122,5.389662459196426,1.0,0.9069383272389127,4.64581286388329,1.0,0.9274533173139173,4.493618347672437,1.0,0.9735671307952842,4.625801185008994,1.0
4,1.0,1.0,1.0,-1.584097818330762,0.9883926361161147,1.0,-1.870500868551025,2.483519434930385,1.0,-0.7400940451236616,3.2050006358177616,1.0,0.12442079369897124,3.18610678046013,1.0,-3.954628436492731,10.035844941057958,1.0,-2.9220194574083016,7.862700124673734,1.0,-2.382155694746979,6.68941274482978,1.0,-2.0929148530991695,6.200334725486782,1.0,-1.7899549612920478,10.120730200147047,1.0,-1.518663239906423,9.09588701461562,1.0,-1.1973266756157124,7.613403164806331,1.0,-1.0419170771729624,7.045500353941254,1.0,-0.10608596665377784,7.83939975435043,1.0,-0.14508365563374842,6.846070440338379,1.0,-0.19412422550281733,5.938766437870746,1.0,-0.2173261283828354,5.70119902704747,1.0,0.9358897763609579,5.24941604011165,1.0,0.870734959512776,4.552480160891299,1.0,0.891652780840917,4.448301529133948,1.0,0.9341001936408028,4.614014173746147,1.0
4,1.0,1.0,1.0,-1.6377276184146052,1.0652894168647264,1.0,-1.9741217347263376,2.6515501901477725,1.0,-0.8333045701048537,3.4310412192688275,1.0,0.0984211944181093,3.367099767819452,1.0,-4.507954182048818,11.548679163079031,1.0,-3.1694550567169957,8.686088065711056,1.0,-2.5376011379764045,7.250540922824794,1.0,-2.208012775792254,6.645596335179907,1.0,-2.0347078466635553,11.364182507357702,1.0,-1.6459869855982148,10.063593300167724,1.0,-1.268699667984862,8.300676672399833,1.0,-1.0789820594118704,7.624486343687754,1.0,-0.14097757888339577,8.465159250237054,1.0,-0.1283911851082667,7.302608791594201,1.0,-0.17008993933710267,6.270457197223038,1.0,-0.18494971402607785,5.98938731673982,1.0,0.9825917489824316,5.51308893137839,1.0,0.9095260951458685,4.764705526255456,1.0,0.9362434166909863,4.641823888892399,1.0,0.9930672415534524,4.786633589524692,1.0
5,1.0,1.0,1.0,-2.346305978664004,1.1252532942077178,1.0,-3.0387141352833535,2.6329459578566126,1.0,-3.2565565085064283,3.1842861749646865,1.0,-3.3605577251087277,3.0915391053818095,1.0,-3.006911141423022,8.624993789987949,1.0,-2.2076637428634314,6.93120398292518,1.0,-1.8266052616194557,6.011604221190511,1.0,-1.6401977467056301,5.647479038744275,1.0,-1.206219202971885,8.4134629284476,1.0,-0.9085767714691062,7.548544786302948,1.0,-0.7690760897234815,6.700366433437994,1.0,-0.6914801695601893,6.361733138347219,1.0,0.18972070062470384,6.663000566779349,1.0,0.1930406697709392,6.144243952081252,1.0,0.13183480032357367,5.755647587359976,1.0,0.0809610075962598,5.707073680769471,1.0,1.063013201894065,4.5931329290914045,1.0,1.0634486713925984,4.361849945277259,1.0,1.0831804573502095,4.431931283429242,1.0,1.0890385617367682,4.678367382247709,1.0
5,1.0,1.0,1.0,-2.274515076534503,1.1003800758047293,1.0,-2.9207072388215867,2.4864359668533047,1.0,-3.1156936941193574,3.0059475711495334,1.0,-3.2186200247824917,2.9406174083036816,1.0,-2.9445938212149287,8.407401910818447,1.0,-2.166649351666306,6.792710367155562,1.0,-1.790305215637144,5.897188007019706,1.0,-1.6066185213644082,5.5461447551755985,1.0,-1.2088695135263252,8.270080763945762,1.0,-0.9056170417114113,7.461770066480334,1.0,-0.7602928982700267,6.627184438177382,1.0,-0.6805383091343933,6.286610015333612,1.0,0.16672554839589515,6.5789333094000755,1.0,0.17070503624517366,6.071674431387044,1.0,0.11863921210168314,5.686944742584007,1.0,0.07265696478010683,5.639601090657736,1.0,1.0405214773406835,4.542930426433233,1.0,1.0376915928788382,4.300525415434305,1.0,1.0644290437013983,4.362296781076404,1.0,1.0803490598455605,4.605114386898888,1.0
5,1.0,1.0,1.0,-2.3988849554241694,1.1387842651305211,1.0,-3.0047282379386044,2.5424842265099836,1.0,-3.1588511333722034,3.0526611547620703,1.0,-3.2602210444872566,2.9630556059461592,1.0,-3.1406422001004235,8.908812163715732,1.0,-2.231642302482447,6.994159262359621,1.0,-1.8213102881711523,6.013622880629553,1.0,-1.6273379122542413,5.636677166043895,1.0,-1.2685164501290984,8.57990634589528,1.0,-0.9365364016927243,7.604906689340194,1.0,-0.7755940319559954,6.696470589606891,1.0,-0.6922955936069677,6.336715465370705,1.0,0.1734523825626997,6.693426118160114,1.0,0.15505499366611758,6.090348716766847,1.0,0.10205003579282133,5.685515240925446,1.0,0.054472734887876434,5.634417051364544,1.0,1.0640397834502968,4.56988830898481,1.0,1.0461834114246107,4.3046107623478305,1.0,1.0665431192977821,4.375571564680014,1.0,1.0787119276035346,4.623668437510179,1.0
5,1.0,1.0,1.0,-2.3323650986637623,1.152151481764444,1.0,-3.000653045958131,2.5800723440131157,1.0,-3.2104628313609695,3.072530784780977,1.0,-3.3117409612307034,2.985724116370322,1.0,-3.026498305004416,8.546940963182594,1.0,-2.222210448021967,6.92352379143083,1.0,-1.836875838570997,6.042246498165471,1.0,-1.6469746522430437,5.695813736698926,1.0,-1.2487777975057535,8.346567375392695,1.0,-0.9359337409623555,7.570824807675253,1.0,-0.7699977993489475,6.726792432225732,1.0,-0.6772736979784862,6.372326570910824,1.0,0.15102003191714605,6.625997851328018,1.0,0.14078831196521105,6.154848899322118,1.0,0.09076289180253969,5.7746800077621385,1.0,0.04664485777846451,5.713301427279562,1.0,1.0474966225124638,4.576778275283314,1.0,1.0515169787426126,4.356448399687294,1.0,1.0854103517238551,4.438861004519888,1.0,1.1021049437575992,4.6964035079458295,1.0
2,1.0,1.0,1.0,-1.701348998483383,1.5122628002503977,1.0,-1.7672897073748206,3.110279571229555,1.0,-0.882745098133984,3.467769388500924,1.0,-0.1605189197817316,3.4704330669765167,1.0,-2.3078058074584913,14.635175484237728,1.0,-1.297005982925877,8.883695287890287,1.0,-1.0370365820963003,7.848092439596685,1.0,-0.9027503357942579,7.733824583517146,1.0,0.2554947338284312,11.185395126146634,1.0,0.5413186059051289,6.687571667214558,1.0,0.5405563965559325,5.919191417699417,1.0,0.6056976338350961,6.075074952680869,1.0,1.3507209015433914,6.998110691146521,1.0,0.44445165317262225,3.1493334433154687,1.0,-0.011381423771827083,2.1464380710804183,1.0,-0.269167157596812,1.820209309815797,1.0,1.6359413761968555,4.094370956108469,1.0,0.5409865515382193,2.3841608231068645,1.0,0.09625157419333635,1.816120847728894,1.0,-0.18568738868837645,1.5548464654783214,1.0
2,1.0,1.0,1.0,-2.232602453653826,1.027294373233082,1.0,-2.998251482142159,2.7258291894482922,1.0,-2.1910312791667352,3.614596854817049,1.0,-1.3082585650692675,3.978450195830935,1.0,-13.846299162887258,26.272934649946787,1.0,-5.82764985478654,11.08947599227803,1.0,-4.6459730091804925,9.16130352094982,1.0,-4.332178665740604,8.892442943165863,1.0,-5.255037871224086,16.871781312802398,1.0,-2.2045806059852833,8.476142622060058,1.0,-1.8015609040461835,7.216440047669225,1.0,-1.8007818151842032,7.46275594692557,1.0,-1.3402609195597124,9.599463774673422,1.0,-0.7728895227630669,3.677741861746312,1.0,-0.7913352759267115,2.3465716669591616,1.0,-0.9005870611655344,1.9884841240530065,1.0,0.18990349446866306,5.724570090158227,1.0,-0.33469329502955736,3.17287457089548,1.0,-0.5148990408015615,2.4100963540831915,1.0,-0.6586336458092175,2.1267831527221484,1.0
3,1.0,1.0,1.0,-1.7615997211495018,1.4019314015673223,1.0,-2.265663401624612,3.087055067627288,1.0,-1.2250275198456486,3.535670156076451,1.0,-0.11856156234724098,3.3690097299218897,1.0,-3.5211163378658865,15.91717567906012,1.0,-2.5080710547220306,12.61606993757005,1.0,-2.0394136118590738,10.931243544204907,1.0,-1.7202537562627314,10.18947686132636,1.0,-0.4077610903463277,11.714816326142147,1.0,-0.009351748805595405,11.341525661850877,1.0,0.15688783205408893,9.316784996764786,1.0,0.26714398421031665,8.753827233712551,1.0,0.9277540640144667,7.360026744825259,1.0,0.8320826529960417,5.332797481881175,1.0,0.711203824732339,4.411576764372107,1.0,0.7206737340369861,4.246223611678674,1.0,1.420849304369337,4.2533639907341305,1.0,0.5631276281350724,2.803887603874304,1.0,0.22287147727425183,1.9996564522558193,1.0,0.04068282553062508,1.445329638622373,1.0
4,1.0,1.0,1.0,-2.0678490482690557,0.7128129962297651,1.0,-2.7697255058981045,2.39355713114151,1.0,-1.580048481688079,3.4661980571303688,1.0,-0.5131882283732235,3.5476989823482556,1.0,-8.632016000711543,14.091144114308136,1.0,-5.374632258637336,8.979856986649366,1.0,-4.167126660138489,7.107672958400331,1.0,-3.622432416816892,6.371265655477406,1.0,-4.464573688407912,12.350247042126565,1.0,-3.4237499784755747,10.111220014217016,1.0,-2.654560713730613,8.082980453576303,1.0,-2.3325541540931223,7.348879067365358,1.0,-1.6123279894692506,8.539747885133014,1.0,-1.2808976498561255,7.335166329998857,1.0,-1.1043110375736203,6.205611088777245,1.0,-1.0540713081346107,5.887522817541688,1.0,-0.020205174390536134,5.521826492804321,1.0,0.1083208904869047,4.907411765778803,1.0,0.17085597496987767,4.786860081715916,1.0,0.19703722349644726,4.937703960237412,1.0
5,1.0,1.0,1.0,-3.317893383814285,1.0187279851374444,1.0,-4.96462950427383,3.5614062776829023,1.0,-5.608225331202591,4.601484760326066,1.0,-5.8464315373633315,4.308930422482601,1.0,-7.636166359290093,16.502337608096852,1.0,-4.856782941037815,11.476933927834434,1.0,-3.643576376091564,9.132940016213427,1.0,-3.0434596171968327,8.06110645651499,1.0,-3.4508394212796363,13.713375087502158,1.0,-2.466370118809499,11.520736669097765,1.0,-1.8890729626420697,9.357327523364349,1.0,-1.6017121199922968,8.438151247270051,1.0,-0.7755001471897393,9.358549684309294,1.0,-0.6187588946709414,8.23553077581783,1.0,-0.547644377915002,7.081471269884624,1.0,-0.5227179276495889,6.676351823961086,1.0,0.615756716816581,5.969625138398336,1.0,0.7284808079773938,5.34266414173376,1.0,0.796785026189359,5.170706341642213,1.0,0.8393403409476621,5.258728685471949,1.0
